artist_name,artist_mbid,artist_listeners,artist_playcount
LCD Soundsystem,2aaf7396-6ab8-40f3-9776-a41c42c8e26b,2050077,70743512
Tim Bernardes,2afe142b-93af-49f8-a23f-373c02de1ae0,171034,5945563
Narcosis,2b1d2e84-32cf-4dc7-887b-24ad88155fc6,10321,172013
HEVI,2b374ca0-aad8-42ba-bb06-99a8fd770b36,234320,2445090
Fivio Foreign,2b4d4837-37d1-4a1b-b670-324d9a094112,437840,9426778
The Comet Is Coming,2b82372f-8c85-4b47-a9fc-36fe4d4df5b4,175202,3474092
LEGOVE,2b89ae9e-955e-4221-97c7-38eadaed8d5e,4303,20969
Paraguaii,2b8eae63-d187-4ecb-9bfa-8d2c1a0cc3e1,859,6788
Playboi Carti,2baf3276-ed6a-4349-8d2e-f4601e7b2167,1537904,371811372
DUCKWRTH,2bc82618-2d0f-436e-adb2-8aa0774dd799,591494,11459032
Jon Bellion,2bd8101a-11c3-42d5-a9bd-6a3b26445f7e,564591,17286811
Dayglow,2bee95a7-1c0e-4b3c-99a5-4857d9d776dd,1010096,25303982
Shabaka And The Ancestors,2bf68df0-da0d-40db-a669-e070203aaf56,45578,469610
Theo Croker,2c7bc024-3d96-4051-b0ec-b65229df1419,66036,345924
Johto,2c7cc5a8-3207-4441-b93d-c6922e2dba26,38524,169964
Christian Leave,2c875570-a60b-40af-a456-28c79763ba5f,451713,6231212
Petrol Girls,2cd694ac-1eb2-4839-801f-7e97be66d856,46487,656834
Ray Charles,2ce02909-598b-44ef-a456-151ba0a3bd70,2231361,33822516
Angie McMahon,2ce4f102-23e6-42c4-84a2-3c13d24e1b66,117189,1672034
Natalia Lafourcade,2ceb4e66-4eaa-4dba-ad3a-30df3b742557,548805,17372360
The Fray,2ddd167f-5b8a-4372-b350-6ad50493bac0,2858634,66265134
Samuel Úria,2e2a0d75-1737-4ee5-ad8c-7539e18009bf,8855,182824
Milt Jackson,2e38e1de-2890-4620-8467-5b0bb4641cb9,148090,1081174
Whitney,2e3a5b97-aec7-4b11-bb56-77ad52b99b86,485066,9938171
Gwen Stefani,2e41ae9c-afd2-4f20-8f1e-17281ce9b472,3351683,55659936
Wun Two,2e5fa0a4-55fb-4781-aae1-59522e677981,396269,5382209
RMR,2e83d482-383f-44b5-b38f-1e0c64d3588b,73593,910016
Ozoyo,2e91b656-0839-47a2-b4c7-4bbfdf6cc51b,98840,358217
Broken Social Scene,2eada8f8-056a-4093-bbc2-004909ce743b,1693412,61541055
AJR,2eb55bd9-cfbf-44fd-a5da-92dd825284c7,897076,35600382
The Last Dinner Party,2f0c90b1-84d5-47f1-ad75-ad8d30f53f70,345051,7425194
Cardi B,2f3c4d70-0462-40da-bba3-0aec5772c556,1660065,50198705
Palace,2f3f0524-ebc4-4eae-9e52-73bb33b2dbdd,444739,8081672
Lester Nowhere,2f3f72f5-0425-46a5-a53f-476e89ecd0bb,56614,252353
PandRezz,2f4a6f82-dbbd-4432-9fd5-218020046a25,289087,2466741
Aretha Franklin,2f9ecbed-27be-40e6-abca-6de49d50299e,2388324,39693306
Bone Thugs-N-Harmony,2fa45bbb-0efb-4950-9d40-94bf23cbfec1,1129478,16007431
Refeeld,2fce91d0-7798-4c65-bdc7-fc845901c38f,110106,586936
Kylie Minogue,2fddb92d-24b2-46a5-bf28-3aed46f4684c,2802054,123416195
Slowheal,2fec2dca-9e2d-418d-91b8-70e9d8f16038,123011,586837
Real Estate,2ff0dfc6-0542-4bbc-a44a-60605c074ba6,840576,26410242
Low Hum,30147e48-afcf-4166-93a4-9674c4234c4e,106914,926784
Marshmello,301b45a4-b8b9-410e-8344-4b4eaf96691a,1834900,45324908
Calvin,302085a0-f9c0-41c8-880c-7ba853c54734,38732,232713
David Guetta,302bd7b9-d012-4360-897a-93b00c855680,4267898,140400882
Navy Blue,304c731f-ea4f-407c-b4fc-65131b1b2b37,212626,4572871
Mão Morta,30516a17-e753-4f4f-986d-d775090d437e,13882,595722
Indignu,30b76c88-e1d5-453a-978c-3afa642122a8,3687,65327
Amor Electro,30f50f4e-223d-4eef-938f-5bdfd1043e76,10757,201202
Rebecca Black,312c7cc1-9b5c-4406-963b-9f73f50674c0,331459,5360142
DJ Snake,31445b1e-96f3-4c7f-84ec-dd02e647e690,1745278,31282551
Yves Jarvis,314b393d-5eac-4cd4-ad87-484fe626750b,54878,490593
Alphaville,31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,1195536,14918633
yeule,31da7b06-bc30-4a1f-9f4a-c2ac1a84167f,325803,14948994
Erykah Badu,321531fc-db73-4ffa-a959-61a61a2908c1,1581497,43195717
Pale Waves,323454b0-ec2b-4433-8477-2e81ddaac9ef,274869,8045214
Thomas Sanders,32500ac6-a6f6-4234-9b59-f9f67e7fb165,46751,559959
Chief.,32560bd4-54dd-4dfd-af9e-d97aa279cf0a,311079,2934126
Lil Dicky,3268f062-6e76-480a-a384-e1dd2a276afb,521390,6862636
Swans,3285dc48-9505-469d-ad8a-bdf2d3dba632,625873,42633304
Shame,3294b9ce-0bef-4080-8ae8-95bad1abd71c,252659,6888124
Peter Bjorn and John,32a83250-7e26-422d-b9ac-f4564343e9ce,1691313,29118783
Drug Church,32d2897c-4c91-46db-8161-f51d3f4f0d93,119060,3858264
FANTOMPOWER,3311ca1c-600b-4bb8-a473-abe5d71f6ae6,206360,1711799
slowthai,333e76b4-9606-4fd3-bcb3-8e7660bb4d96,607762,27813855
Halsey,3377f3bb-60fc-4403-aea9-7e800612e060,1960621,146462113
Project AER,339edad9-4410-46a5-9a86-4715cdb8d1ec,177798,1323650
Jazzbois,34197023-e96c-4607-aa7b-903a0ec877df,65949,450456
King Geedorah,343ce4fa-54b3-47b8-bd27-b379cf50f7ff,676939,13256720
Cigarettes After Sex,34557d8f-ee4a-44ab-ae6e-49bb8ac604d0,1763705,133052453
Yb.,346c7d00-6ef6-45aa-8be9-82aa19638bfc,33724,149201
SamuW,34b73c36-4b6b-4550-86ff-b3ce6b491c96,120376,562871
Fatboy Slim,34c63966-445c-4613-afe1-4f0e1e53ae9a,2266999,39927591
John Denver,34e10b51-b5c6-4bc1-b70e-f05f141eda1e,1358090,16679421
The Style Council,34e56f20-ddda-48c9-a4bb-6bb12df57de0,355146,4595186
Claud,34f3e890-c917-4ee1-b859-b22c48e2a42c,288677,3110821
BOL4,3529da27-3a5d-45bb-9308-4d131132a21e,284930,7566828
Wolf Alice,3547f34a-db02-4ab7-b4a0-380e1ef951a9,864274,33826670
Portugal. The Man,3599a39e-4e10-4cb5-90d4-c8a015ebc73b,1589436,51791569
Glimlip,35d20284-57df-4a18-a87d-ff9de223fbce,276357,1664189
K/DA,35f3e736-e27b-4a26-892c-c00179d163d5,597028,26348244
Flume,35fd8d42-b4a6-4414-9827-8766bd0daa3c,1475458,53919184
Teddy Swims,35feae82-8b2c-4f8f-ae7a-af5662848947,690264,8977922
Godspeed You! Black Emperor,3648db01-b29d-4ab9-835c-83f6a5068fe4,872001,29187112
Jordan Maxwell,36490282-4252-4838-9674-2a3b02cf87d3,95654,592794
Niack,36891660-c0b4-4e44-8fbd-cfc850d87422,154229,1905592
Nymano,36c574d4-529c-435e-88e3-bc7dcca1f4fe,233810,2155570
Strawberry Switchblade,36f406d9-9538-4856-9a7b-0b7be42bfab1,332152,5646445
Chance the Rapper,373a4c98-a46b-48e4-86ec-f6ca65b4f438,1084764,45362472
Don L,373cc355-ebd7-45a8-91a3-6ffeb5cbe222,95071,7262422
Hailee Steinfeld,373f5bcf-f1ce-4515-83ed-0b8ed636bc14,985768,20073828
Weiland,376efcba-4852-4485-8945-8876c7def542,145449,13370972
Trell Daniels,37838864-2889-41b4-92e0-2cd1b939ea79,37507,163696
Robin S,37a0943e-9638-48fe-9a56-7192d7efbbed,384842,2159552
21 Savage,37b2cb82-ef79-4d46-a184-a549450aa231,1577614,136242303
Melodiesinfonie,37b8e9c9-1a25-4065-b38e-630b7076f418,166829,1084293
Cleo Sol,37e87694-b263-4ff4-839f-463f78cfef54,312767,6141716
THUS LOVE,37ecb3e3-7e5e-4239-b43c-584438f670cf,18887,137411
Kendrick Lamar,381086ea-f511-4aba-bdf9-71c753dc5077,3513577,497322243
José Mário Branco,382f06d0-580b-4eef-b606-a5b8c2ff5117,11347,213694
2Pac,382f1005-e9ab-4684-afd4-0bdae4ee37f2,3304169,101628109
Skepta,38474d18-9204-4f60-a137-1fcc6750b869,771191,24420663
Nerve,3859a0a7-92cf-42fe-aeea-81dc7cbf661b,37888,563667
Jorge Palma,386c9f8f-31d8-4815-b4c5-7c875f96c2b0,34880,704599
eaup,388d0f02-ba4e-4f58-abef-0f60ae78edf9,125148,579662
R.A.P. Ferreira,38c740a4-f3bf-4c40-ad0c-5b73c8f24a12,110823,3408720
Substantial,38cdd71c-344b-4c54-bac2-19709da7140d,127574,1005722
nothingtosay,38ee04c6-e2dd-4bb5-aad7-bb98628ffc04,160869,1098761
TV Girl,38f0c7ac-46eb-49ca-b3ab-c785ccd05a60,1678583,128541774
Toquinho,390ff98c-0614-4927-8b94-db7b40a92bbe,435964,4930082
Left at London,3944b36f-0ec2-4972-bab4-c45477b7b8f1,81907,1312248
Mecca:83,3973c050-8255-4caa-8ed6-75df888bc57a,79965,379073
Pete Rock,39a973f2-0785-4ef6-90d9-551378864f89,504659,7504285
Daniel Rossen,39d64c18-3018-40b7-af86-b2f658a57b4d,146397,1661963
Iggy Azalea,3a052c99-8c18-484a-8beb-9873b4fb3106,1447617,47745416
Quadeca,3a4024dc-cc62-4d9b-8bed-c22426136a52,255738,19479373
Turnover,3a4c8052-7c20-473f-8b41-c3a081cbeb13,384984,20455293
Steven Wilson,3a51b862-0144-40f6-aa17-6aaeefea29d9,284628,19907688
Chico Buarque,3a5d1cc7-627e-48ea-aba3-fdd20d782c33,701404,35150378
Self Esteem,3a83d5ba-e243-4940-a755-3b700779665e,80508,1723870
Distant.lo,3ab04b3f-0608-484b-865d-30a58e690e3f,34074,118455
Built to Spill,3ac482b8-1494-4071-a0e9-f192f9d2c2b0,1073683,33039352
BROCKHAMPTON,3ac96b4c-4f42-48c8-b793-84dbf54d7ac6,1291492,154309641
santpoort,3adf8ea8-e6dc-4f65-9abe-c5d6f1420a2e,178719,1130382
Jack White,3ae2fb37-8a23-429d-9920-bac811c4fc22,1087455,28290417
Duke Ellington,3af06bc4-68ad-4cae-bb7a-7eeeb45e411f,1261972,18945008
The Coral,3b1c66fb-98ad-417f-b01e-49baf37f06a3,985108,15421855
Sonny Rollins,3b47247e-5b57-49b6-a0ed-bad80243802a,638359,6288563
Julee Cruise,3b7865df-3c91-48dd-9126-a71e0dfe7f8d,375917,5750829
Moods,3bca49ce-b284-4621-87eb-de965f51844b,203715,1264288
Four Tet,3bcff06f-675a-451f-9075-99e8657047e8,1177147,40567062
Toploader,3bdf9667-3205-4c5b-865b-ca3bb33fc5ac,817379,6432923
RM,3be217fb-2b91-4911-9454-6de69751f53b,458900,149313681
Otto,3bf51d7d-b6a2-4ada-b9e7-eea8ae2e208b,217287,3821931
Girl Talk,3c1478c8-a8af-4ddd-83ff-26fe9720cab4,478427,27387343
Nitti Gritti,3c194a69-1527-4e3c-9ab0-1945a6bf2874,49500,338510
Inf,3c3e0e71-5645-4d05-85d8-3fb95b804e6d,143454,717515
Kevin Abstract,3cd2e1c5-e7ff-4bc8-b281-1e3059d128d6,706632,25946092
Little Simz,3cdb40fe-a63e-4bb9-b40d-17cda5f50979,673767,26694403
boygenius,3ceeddbd-fba5-4bdb-99f7-2d028ed5afda,736300,58651710
Blood Orange,3d254f1e-7d18-431b-baeb-68e57695dfdb,1133520,46202394
Ir Sais,3d269828-8624-4fe5-a2ad-0a6aaa6f4704,92214,723961
Coastal,3d3f7672-a187-4105-ac65-e861c24e9f7c,83931,463055
Sweet Medicine,3d65533f-7ab3-4214-8074-b5f6f5fcbf00,84504,309629
Jean Dawson,3d746709-5ea0-4e5e-a60d-8d53dede898d,372025,11579200
Lower Dens,3dee0ca7-99ae-4421-9c3b-f42d8caf4c88,308947,5330674
Beach Fossils,3df3818e-7984-4c62-bee3-81f95f8c6651,969997,27233387
José Malhoa,3e0ab68e-29d5-441c-8ff9-45584efc0ed0,9774,59322
Martin Garrix,3e1f2ee4-16be-4406-bf18-6173840cf2b1,1610537,36440626
Daniel Avery,3e7aa4a4-5b7e-46a3-a7ff-c57044fa1b64,232266,4254433
nohidea,3e889dc8-102a-4a49-af72-f1f6eabfcba3,407325,4783403
Declaime,3e94436b-054f-4c83-94a9-03c91e856577,86591,702466
Ploho,3e9e3456-b9ad-41d8-a3d0-0497805e31fc,141710,3005083
Sarah Neufeld,3ef8c35a-bc9f-49e4-b17d-2df4238696c0,28514,232640
invention_,3f1f7d94-e5c5-4ef9-a14f-4542ba609963,212345,1870959
Yo La Tengo,3f542031-b054-454d-b57b-812fa2a81b11,1470297,57561801
Rita Lee,3f962bf0-42a0-45a0-830f-07b66301d35f,519002,19121615
Kidkanevil,3fb6c372-bd47-4e14-9424-271bda1923b4,74027,796031
Ramzoid,3fe763e7-8491-417a-8700-b4002b976bef,67424,779461
The Magnetic Fields,3ff72a59-f39d-411d-9f93-2d4a86413013,988980,47604684
Alabama Shakes,40419b33-18e9-4d5a-a674-30b4bb14bac2,910946,21202151
EnRa,404a7c7f-9d43-4ff9-a1e7-7365d6265092,265242,2287688
SOB x RBE,4072e225-336f-49f9-bac1-c94be913cb65,306409,4277784
Porches,40a6d66b-8a96-45c8-838c-dd0c346c45ce,316163,5258658
Lomelda,40df8d18-6975-476c-9c04-2424d737bcc1,417331,6850803
The Smiths,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,3764832,331522320
Nipsey Hussle,410bbb19-8309-4a0b-9f87-3d65bde4a826,596640,8843713
MED,413808ae-061c-48f1-8ec4-6c66922b0586,271115,2792537
ESPRIT 空想,4163b62b-c043-4eb0-8af2-0e7e1362afa6,164092,2661570
Nilüfer Yanya,4173ee0d-e003-496a-98eb-a2eaa90cb3f7,318574,6623623
Ol' Burger Beats,41795e8d-f786-4776-b68d-c401c96b0a70,133989,844093
NAV,418fe547-4bec-48fe-8df0-ed25e27f4570,835516,40600121
Jens Lekman,41aa2734-ec86-4197-a074-d44886e7da8d,551106,18107370
The Murder Capital,41e30723-07ab-40fd-8f6b-983981a76d8b,109762,2001185
Babe Rainbow,41f85de6-c550-4b35-875a-a0049e577e58,293813,4136132
42 Dugg,4214aa04-64b0-442a-982b-0560e6d3a5bd,270282,8003378
Explosions in the Sky,4236acde-2ce2-441c-a3d4-38d55f1b5474,1328215,64721947
Bárbara Tinoco,4268daf5-68f2-4c6e-a8c7-3e1d17fbf011,15531,454931
Tobi,4294e003-358b-4296-88a3-9631de7fbfca,135627,1220345
George Harrison,42a8f507-8412-4611-854f-926571049fa0,1928641,42540098
The Orb,42c14c80-bd17-47e4-9bb2-a35897638c4d,598653,9672394
Nubya Garcia,42dd1862-7255-47ed-8584-651abce3bf53,102307,932933
Future Of The Purple,42e56907-4b54-495b-a568-e54a62138712,8362,48725
Holy Fuck,4342cf80-7c06-4402-a431-457e77310474,407721,7559621
Bon Iver,437a0e49-c6ae-42f6-a6c1-84f25ed366bc,2910606,178402155
Timeflies,4388976f-9e02-42d9-b66f-1b9e124e3ca6,401837,3891570
brillion.,43c8138b-d13c-444b-9f4c-e0efc9334cec,273622,3772516
Lovage,43e2b545-3e4a-4fd7-a773-8daafa610570,375201,6467584
cupcakKe,43e5ae21-3048-4d4b-a274-5d3cb7ab33bd,510414,8959174
The Legendary Tiger Man,43f35799-1a6b-4f40-a89f-8624bf8a0d06,29129,546850
BX'treme,4412c268-6f2c-4fe2-99c1-47ecfcb6b5a5,5843,37427
Shamir,44265511-306b-438d-940a-8fb07fba2d88,195363,2261077
Tim Maia,446ac261-09ae-43f4-a7e1-2c753c0813ce,558025,18060578
Gipsy Kings,44a7f7d5-79df-4f44-8f5e-02dfc0626904,792452,10930097
idealism,44ade048-ea16-4161-abb6-7794ebefad19,501658,8669722
Paramore,44cf61b8-5197-448a-b82b-cef6ee89fac5,4163345,352072274
Tabal,44d70831-a2cf-4900-b960-96653c3e69d2,222882,1651503
Terry Callier,44fd61e1-119c-479e-8301-8ac5c77148bf,243992,2148136
Mario Judah,454968c8-be98-42c5-96b5-06bd4588f1f5,244967,2817603
Julia Holter,45610c1f-41a4-44f1-9da6-227510073ffc,361781,10089306
The Internet,45804465-4271-4e6a-b881-ce668ef09530,916380,23991377
Flo Rida,4593d49a-7f67-46ba-9ec0-126bd676286f,3246493,50661315
Britney Spears,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,4924157,308908468
Tempura,45bf8969-2a1c-4c2b-af87-7886204c5e5c,25731,184897
U.S.A. for Africa,45e3c90f-2de6-4452-99b3-8dbf7a3cf6df,88470,340601
Reso,45fff2cc-f83d-4ad2-ac80-efa731216849,133291,1156815
Sam Florian,4654b09b-461e-48d5-b75f-12875423b79e,23222,98832
Boogarins,46713d05-4143-4704-a9c3-71b482a13944,175537,6636310
Yung Skrrt,4687bb4b-a358-4547-ae26-e301150d78e7,29127,386084
Weyes Blood,469d6414-1f06-43de-80d5-17762d4a356a,758719,37707839
Nala Sinephro,46a4b150-be30-44b3-a337-e06a72657d33,148097,2148592
Sam Feldt,46a6ca47-43b3-4ac4-82ee-189cc5ad549b,602871,8256490
Jaco Pastorius,46a6fac0-2e14-4214-b08e-3bdb1cffa5aa,403509,4614766
C. Tangana,46d3689c-23e6-46f7-8ad6-c12f13ac9dea,337712,19964536
Matmos,46e8a8ee-d2cd-4165-9725-02f72d0027a9,199052,2734350
Killer Mike,47864525-aea7-439a-800f-17c57e51cbcc,503628,7555681
Terrace Martin,47d06156-05af-420e-8835-be50353a5d52,431516,5288360
AJMW,47e60bc7-578e-4e84-836b-a59b6b8cc877,235401,1455419
Future,48262e82-db9f-4a92-b650-dfef979b73ec,2130542,217188884
Lonnie Holley,483ccc8e-d789-46db-a88a-3a0ad4b6fae3,43919,344911
Mark Ambor,483e1216-3eb3-4996-a45d-55f6169689a0,156924,1290882
Paavoharju,4859ffaf-ea83-41b5-83a7-8d72ea26ffe4,68668,2174388
Dawson Hollow,4898f8be-02c4-4569-aed8-3365ddcdee89,18976,136305
Television,490bde43-5edb-4a93-b3b3-7a0465fd8909,762279,12463037
Mariah Carey,494e8d09-f85b-4543-892f-a5096aed1cd4,3902869,167620502
Spacey Jane,496100ef-b264-4b7b-9d7c-bf90a2f9c9ef,233961,7594303
zev,498b8068-86bd-4b56-86fe-fc95427a16b0,18559,66057
Rich Brian,49d67664-6962-4f69-adc4-f52208c78dd2,582289,19296813
Peach Tree Rascals,49e3f8be-6c8d-4e4b-b8dd-af5571cc82ce,400963,4634751
deadmau5,4a00ec9d-c635-463a-8cd4-eb61725f0c60,1881966,65672367
Edward Sharpe & The Magnetic Zeros,4a069029-4f64-4946-b650-01aeb0b55d9d,1557388,29873039
Rahsaan Roland Kirk,4a1f7fe0-e509-4c4a-9fa1-9cf6c3ca891c,208599,1723330
weird inside,4a2b2ede-dedb-40c3-9201-f5f59d055dba,183072,1639126
The Growlers,4a51d885-9445-4e6a-a171-36e2d51dcfa0,655375,18344169
Cassie,4a8ac23a-e27a-44db-814a-f8c31beb68e6,1117751,11045720
Nick Cave,4aae17a7-9f0c-487b-b60e-f8eafb410b1d,519280,6784781
Porter Robinson,4ae36ade-1798-48c4-b06b-cc68b7d3d83f,1049926,34965533
girl in red,4ae429fe-735c-4968-8253-a591421b1bd0,1608038,67402150
Poison,4ae4492f-dcec-4833-b2f0-c2c5db53ff23,1001047,12679278
black midi,4afbef0a-05ee-4551-b0e0-f1f1870d8f1c,372392,21319090
Creed,4b1a830b-0a1f-42e5-b8d5-1d6743912e99,1705894,31995014
Spillage Village,4b1d3ebc-b45a-45ec-a97e-426a20c1c6ab,193261,4112884
Danger Mouse,4b356f05-bcc2-4544-925b-fd9a1bf708be,719194,12134840
Kate Bush,4b585938-f271-45e2-b19a-91c634b5e396,2441264,93521936
Princess Nokia,4b93ee9e-e39d-4036-9527-551b2236f5af,415951,8110035
Billy Raffoul,4be2f1d4-8b14-415e-9ad4-b0c8858c639a,124729,1106201
Daði Freyr,4bea512e-c8d9-4a5f-94bc-c01f85505e9b,216165,4186882
Django Django,4bfce038-b1a0-4bc4-abe1-b679ab900f03,547434,11773907
Injury Reserve,4c4fa077-b351-4558-9013-b31e1fbd1d24,413671,18707763
Róisín Murphy,4c56405d-ba8e-4283-99c3-1dc95bdd50e7,935877,25973068
Sprain,4c745399-c549-49e6-9540-48773bf862ed,90839,1378638
The Beths,4c74fc48-8108-4556-87af-154af74f2ce5,234610,7587392
Quintino,4c861d23-fc53-49ff-a64f-245dce70c779,203910,1532972
The Script,4c98aa1b-34eb-4336-987f-5e50aa059c00,2350075,51661962
Curren$y,4ce1c576-305a-4b82-82fa-5e5359056219,1246206,21019725
Blondie,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,2626634,51074904
KOHTA YAMAMOTO,4d9bcf67-f7b1-40ae-b494-cdb3fd95bfa2,60902,1740716
Let's Eat Grandma,4dc4935e-1d04-41f0-99aa-ec449b8c5fc7,214441,4713247
Curtis Mayfield,4dca4bb2-23ba-4103-97e6-5810311db33a,1205990,15782401
Penguin Cafe Orchestra,4dfadf48-e15b-4fc2-a800-2b68702a72d5,388998,5678418
Madvillain,4e024037-14b7-4aea-99ad-c6ace63b9620,1482895,81729275
iamalex,4e05f2f2-ecc5-4ce4-b053-34aefec75e60,245945,1557222
Juice WRLD,4e4ebde4-0c56-4dec-844b-6c73adcdd92d,1687273,322527615
Jai Wolf,4e65e361-e974-4c9f-a368-970d69b1c93b,304673,3862814
Raekwon,4e954b02-fae2-4bd7-9547-e055a6ac0527,776751,13798256
karavelo,4ed21003-9c45-4d0b-b086-e560419202d4,63298,270614
The Roches,4ee9f5ed-5f20-41a7-b467-72c79549a67d,88580,896932
Foge Foge Bandido,4f128265-a7f7-48cf-9aef-8f74f0854b1b,16919,950603
Bizarre,4f1f4e84-5b1e-48df-b34e-5bff24e45e3d,292313,1088961
gianni & kyle,4f3f1101-411e-4b99-b728-32dc66b68f88,174231,2719039
Jimmy Smith,4f8a0d9b-5777-40da-b29a-e9753d5ae693,376363,3140428
The Irish Rovers,500d2b10-b0fb-4615-a1a6-fa226a620d32,242544,2683192
Standing On The Corner,502ddccf-c606-48c4-9cc8-2eb0a7d8d8e2,187318,3327238
Sweet William,5055fab3-8967-4708-a5eb-115ddcc08661,54009,456741
HMLTD,507a63d3-2efb-4657-958c-bc9457131f01,149033,2373282
Bezegol,5094c31f-cdc8-43f2-b3b2-f7c09d2f3cdd,5821,106687
Maro,50b71689-ba7c-468b-b954-1ece6a3443c6,150363,2099821
Role Model,50e3c30f-d673-4304-8e7f-bc42e3370958,529185,11166556
TomppaBeats,50e66415-ca79-4f18-9ba2-3b893b0fd32c,480509,11092227
boy pablo,512171a4-d41a-4df6-838d-de0a47aea068,786927,20156538
Meute,51692530-fb26-4626-9ca1-703aac6f2bc4,95099,1411294
Fall Out Boy,516cef4d-0718-4007-9939-f9b38af3f784,3982968,261234305
Watsky,518bc0da-3674-463d-833c-deefd884c068,201715,7063832
Odd Future,519336c2-f5a3-4137-a88e-58fecc604575,453972,7834488
Chika,5195c5c3-264c-4dc5-801f-dfe44f1f34fe,129828,1339536
Lord Huron,51c76d97-0635-433c-b26d-66beb81657f8,1517882,38753493
Rodney Atkins,51e607d4-e28d-468d-8e21-429aa9ce0206,504377,4085009
Zach Bryan,51e90731-08c0-4f60-89b6-5b78e5844de8,621072,46333594
Arcade Fire,52074ba6-e495-4ef3-9bb4-0703888a9f68,3190001,223027032
Ryo Fukui,52173902-3bd0-4ed2-9eeb-899127789ffc,162434,2604043
Vitorino,52257811-100c-4e83-bcec-326e4171c44d,10051,70105
High Highs,523fea33-ccf6-4a97-b3a5-5c4bc6d8c8ee,297519,2339227
Rina Sawayama,52494f9b-789d-4467-bcaf-9915e70cc8f6,901972,75990722
Bobby Sessions,525df910-6243-48d5-a409-0a153e7c0ad3,31804,175452
Charlie Puth,525f1f1c-03f0-4bc8-8dfd-e7521f87631b,1644997,97468402
Duck Sauce,5269d3d2-63c6-4b8f-8200-6908ffa365d5,654964,5392542
Helicopter Girl,526ad2f2-3948-4377-b8fa-370f2976d369,14904,202606
Sweet Trip,52fbc948-398c-45f6-833b-dd75164b896a,550093,26125156
L'indécis,5316780d-2810-41e3-a224-653a6a0bdf50,190422,1800016
Parcels,5318e774-f5b6-4ee0-82cb-4dcf398c3ff8,378691,9237501
Ras G,53218007-07c1-4634-a4ad-57cdbe18bc17,172237,1527031
D'ZRT,5328c49b-0115-4672-b3dc-9533f8eebe1a,10338,117992
St. Vincent,5334edc0-5faf-4ca5-b1df-000de3e1f752,1352773,59470945
"Earth, Wind & Fire",535afeda-2538-435d-9dd1-5e10be586774,2271821,34166999
Himera,537c85d4-7ee2-44e2-9b81-ef7cbe86cd85,58294,729871
STEVE MONITE,53c7987c-25f8-4d1a-9c64-248355de1bcc,95219,613703
Hannah Peel,53c9c1c9-ac0c-4d0a-8513-b385e247b763,115551,769701
Reverend Kristin Michael Hayter,53ece37d-89b5-481c-8ab3-f7ed9bc09db1,33478,620461
Hetta,53fd202f-3f57-45a4-bf7b-b63e80430175,1625,24621
Squid,5422ef5d-00d4-4c7a-81ab-03cb8fc3cc45,208911,5912950
David Bowie,5441c29d-3602-4898-b1a1-b77fa23b8e50,4554221,298509278
TTNG,544559db-c6c4-45d6-8435-d224e4f696e9,141920,4185425
Speechless,544568f4-5db6-434c-9d1b-aa6b0b151d66,301223,1993352
byJ.,5445b0d0-2fcd-4000-8388-33a85ee8afaf,41544,101606
Diabo Na Cruz,545243a3-1b6c-4d73-8344-76498b7997b6,13224,543008
Ella Fitzgerald,54799c0e-eb45-4eea-996d-c4d71a63c499,2375723,43241920
Joy Crookes,548e9a34-7476-4510-b3cf-70d17106d507,315395,4771182
A Silver Mt. Zion,54a55229-e611-439f-928e-d89919ff9d29,377543,9880888
shrimpnose,54f051b1-9023-407f-bc42-733c57777a98,88350,402457
GZA/Genius,550cb78b-4995-4873-baea-76ef265531f5,508442,10553451
Courtney Barnett,55111838-f001-494a-a1b5-9d818db85810,647281,20081787
Purrple Cat,553d1b5f-7cb6-4df7-8a69-e78b4bc4f7a5,340923,4986371
Apollo Brown,55501cc6-c291-4456-a86a-1ef61019ac95,204653,5935023
Aritus,5576599a-323d-4c30-86e7-4d951fa77e26,8422,54745
Surku,559d0100-17ba-4fe9-b09e-ecb80030378b,19130,46983
Hiatus Kaiyote,55c03773-59ea-4d4e-9057-87c2ecab005d,486858,11317166
Charlie Parker,55e33230-0aa7-4461-931f-ea5e74fefa39,818807,12687590
Miles Davis,561d854a-6a28-4aa7-8c99-323e6ce46c2a,1969932,67320808
Nao,56209fc4-b2d0-48ae-af0d-13ea0f96c6de,422163,7980289
NF,5660a8c7-d0d9-4181-89b4-8e125328e31e,932315,62733663
The Unlikely Candidates,568a5f4b-f182-43be-9fe8-7758dd69be07,194543,2708110
Linda Martini,569e075d-87fb-4ca9-9b4f-4091334c2bbf,30698,2058790
Fats Waller,569fc5bf-bcb6-4bc5-9a00-bd0d258e34f1,347759,2850724
Chappell Roan,56a55378-f155-48de-80a5-d80104221267,1019841,73462229
Letrux,56ecb02b-0cbf-40a6-abb9-77152f197712,100703,6096724
James Arthur,56f62fe8-d3a0-46e0-b5df-a64a8b4b4274,1317256,30919059
Kraftwerk,5700dcd4-c139-4f31-aa3e-6382b9af9032,1192133,34043118
Miguel Araújo,572078cb-e404-4b59-8269-c8c386022ce4,10580,185286
Roddy Ricch,5721c227-4caf-48b1-bbfc-1a4ed3276963,1032444,35806350
